Life Cycle Impact Assessment,GWP,ODP,POCP,AP,EP,Total PE,PENRT,PENRM,PENRE,PERT,PERM,PERE,ADP elem.,ADP fossil
Cost Group 334 Außentüren und -fensterAußenwände : Fenster 1 -> Baustoff Blendrahmen PVC-U,0.1680643951,3.1252074445e-12,3.3586927423e-05,0.0002376087068,3.1354580761e-05,2.2433782814,1.9964977429,0.0,1.9964977429,0.2468805385,0.0,0.2468805385,2.216743896e-06,1.8770212085
Cost Group 334 Außentüren und -fensterAußenwände : Fenster 1 -> Baustoff Glas - Bundesverband Flachglas e.V. - Mehrscheibenisolierglas 3-fach Aufbau,0.2211326689,1.029898953e-10,0.00013115049814,0.0023788790673,0.00018838379484,4.4293576177,4.1789408263,0.0,4.1789408263,0.2504167914,0.0,0.2504167914,7.0282376781e-06,3.9427906587
"Cost Group 335 Außenwandbekleidungen, außenAußenwände : WDVS (Roe)",1.206401992,3.169072297e-11,0.0026570017768,0.0020966348337,0.00028048619416,23.3717589686,21.6067375155,0.068492962,21.5382445534,1.7650214531,0.0,1.7650214531,1.7710883793e-06,21.0068140202
"Cost Group 335 Außenwandbekleidungen, außenAußenwände : WDVS (Roe) -> Baustoff  Kunstharzputz",0.1794117844,1.5252950929e-14,0.00023498083401,0.00054001653166,7.5356941176e-05,4.6060014543,4.0846012815,0.0,4.0846012815,0.5214001728,0.0,0.5214001728,4.9334569085e-07,3.9267336835
"Cost Group 335 Außenwandbekleidungen, außenAußenwände : WDVS (Roe) -> Baustoff  Dämmplatte mit Neopor® Plus",0.6847190886,3.1651846906e-11,0.0020581714025,0.00064499878481,7.3756253165e-05,10.334016,10.0091656709,0.068492962,9.9406727089,0.3248503291,0.0,0.3248503291,5.2725545316e-07,9.8535126076
"Cost Group 335 Außenwandbekleidungen, außenAußenwände : WDVS (Roe) -> Baustoff  Kunstharzestrich",0.0731534424,7.4368646296e-16,1.1378289227e-05,0.00010159471974,1.8337588053e-05,1.5227393328,1.3860686409,0.0,1.3860686409,0.136670692,0.0,0.136670692,1.0468698987e-08,1.3364672039
"Cost Group 335 Außenwandbekleidungen, außenAußenwände : WDVS (Roe) -> Baustoff  Kunstharzputz",0.2691176766,2.2879426393e-14,0.00035247125102,0.00081002479749,0.00011303541176,6.9090021814,6.1269019222,0.0,6.1269019222,0.7821002592,0.0,0.7821002592,7.4001853628e-07,5.8901005252
"Cost Group 336 Außenwandbekleidungen, innenAußenwände : Gips-Putz/Anstrich",0.1110855164,1.5534535636e-15,3.5450023664e-05,0.00031216464312,3.026621702e-05,2.4799746634,2.1747260047,0.0,2.1747260047,0.3052486588,0.0,0.3052486588,3.2187563064e-07,2.0792539399
"Cost Group 336 Außenwandbekleidungen, innenAußenwände : Gips-Putz/Anstrich -> Baustoff  Innenfarbe Dispersionsfarbe scheuerfest",0.072224428,1.0839237385e-15,2.9924976832e-05,0.00025407124199,2.129658568e-05,1.7962868074,1.5957721945,0.0,1.5957721945,0.2005146128,0.0,0.2005146128,3.1596614334e-07,1.5272358766
"Cost Group 336 Außenwandbekleidungen, innenAußenwände : Gips-Putz/Anstrich -> Baustoff  Gipsputz (Gips)",0.0388610885,4.6952982505e-16,5.5250468319e-06,5.8093401136e-05,8.9696313402e-06,0.6836878561,0.5789538102,0.0,0.5789538102,0.1047340459,0.0,0.1047340459,5.9094873022e-09,0.5520180633
